date,cpi_yoy
2023-04-01,4.4058744993324295
2023-05-01,3.357472021066488
2023-06-01,2.8122956180510084
2023-07-01,3.2658393207054104
2023-08-01,3.997378768020976
2023-09-01,3.798297314996724
2023-10-01,3.1209362808842567
2023-11-01,3.116883116883118
2023-12-01,3.396472893533642
2024-01-01,2.85899935022742
2024-02-01,2.783171521035599
2024-03-01,2.8976175144880933
2024-04-01,2.6854219948849067
2024-05-01,2.866242038216571
2024-06-01,2.6717557251908497
2024-07-01,2.5300442757748343
2024-08-01,1.953371140516702
2024-09-01,1.6403785488958933
2024-10-01,2.0176544766708826
2024-11-01,1.889168765743077
2024-12-01,1.831964624131377
2025-01-01,1.8951358180669509
2025-02-01,2.644836272040285
2025-03-01,2.3153942428034924
2025-04-01,1.7434620174346271
2025-05-01,1.7337461300309664
2025-06-01,1.8587360594795488
2025-07-01,1.727328809376938
2025-08-01,1.8541409147095236
2025-09-01,2.358783364369965
2025-10-01,2.163164400494444
2025-11-01,2.224969097651419
